Property Names,Brand,State,Location,Property type,Pet-friendly,Factsheets,Status,Factsheet SPOC,Updated,OTA Listing Content,Unnamed: 11,Website content Website Amenities,Status.1,Brochure Content,Status.2,Website live Status,Brochure Design (Branded) link,Brochure Design (Branded) Bitly Link,Status.3,Remarks,Brochure_Branded | Verification,"Brochure Design 
(Non-Branded) Link",Brochure Design (Non-Branded) Bitly Link,Status.4,"Home Guide
(Content)","Home Guide
(Design)",Remarks.1,Brochure_Non Branded | Verification,Set Menu (Branded),Set Menu,"Walk-Through Videos 
(Branded) links",Non-branded Walkthrough links,"Walk-Through Videos 
(Non-Branded) links",Non-Branded photo drive links,Unnamed: 35,Raw Photoshoot,Photo Drive Link,3D Tour,Reels,ID,Price,Email
Ivory VillasAssagao Unit 188,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Ivory VillasAssagao Unit 188 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,IVORY VILLASASSAGAO UNIT 188 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3ti0FVm,Done,Good To Go,,G1PY4E0112_4-BHK_Detailed brochure.pdf,https://bit.ly/3InBiFg,Done,Ivory VillasAssagao Unit 188 - HOME GUIDE.pdf,Ivory VillasAssagao Unit 188 - HOME GUIDE.pdf,Good To Go,,Ivory VillasAssagao Unit 188 - Set Menu.pdf,Ivory VillasAssagao Unit 188 - Set Menu.pdf,Panache Walkthrough.mp4,Bauhinia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4bzVcKM,Cloud 7  Tropical,,Pinksky,https://bit.ly/469uGol,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",700.0,24500.0,contact700@elivaas.com
Amber Villas at Assagao Unit 136,ELIVAAS,Goa,Moira,4-BHK Villa,No,Amber Villas at Assagao Unit 136 Factsheet.docx,Yes,,,INDAH Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,AMBER VILLAS AT ASSAGAO UNIT 136 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3ThQkmS,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3TjceGl,Done,Amber Villas at Assagao Unit 136 - HOME GUIDE.pdf,Amber Villas at Assagao Unit 136 - HOME GUIDE.pdf,Good To Go,,Amber Villas at Assagao Unit 136 - Set Menu.pdf,Amber Villas at Assagao Unit 136 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Bludoor Walkthrough.mp4,G1LN4E0067.mp4,https://bit.ly/49bkGg0,Cloud 7  Tropical,,"Risaia, nerul",https://bit.ly/48un1CG,https://www.instagram.com/p/DCy8HHXopBX/,701.0,16000.0,contact701@elivaas.com
Emerald HavenArpora Unit 804,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Emerald HavenArpora Unit 804 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,EMERALD HAVENARPORA UNIT 804 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1OS4E0017_Detailed Brochure .pdf,https://bit.ly/48gl0cp,Done,Emerald HavenArpora Unit 804 - HOME GUIDE.pdf,Emerald HavenArpora Unit 804 - HOME GUIDE.pdf,Good To Go,,Emerald HavenArpora Unit 804 - Set Menu.pdf,Emerald HavenArpora Unit 804 - Set Menu.pdf,Lumin.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3OHjKYm,Cloud 7  Cove,,Dahlia Arpora - 4BHK,https://bit.ly/45P20zV,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",702.0,10500.0,contact702@elivaas.com
Serene TowersAssagao Unit 1056,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Serene TowersAssagao Unit 1056 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,SERENE TOWERSASSAGAO UNIT 1056 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Serene TowersAssagao Unit 1056 - HOME GUIDE.pdf,Serene TowersAssagao Unit 1056 - HOME GUIDE.pdf,Good To Go,,Serene TowersAssagao Unit 1056 - Set Menu.pdf,Serene TowersAssagao Unit 1056 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1PE3E0018.mp4,https://bit.ly/3SwlswI,Risaia,,Villa 4,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",703.0,20500.0,contact703@elivaas.com
Serene Retreat in Vagator Unit 983,ELIVAAS,Goa,Arpora,4-BHK Villa,Pet-friendly,Serene Retreat in Vagator Unit 983 Factsheet.docx,Yes,,,DAHLIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,SERENE RETREAT IN VAGATOR UNIT 983 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Serene Retreat in Vagator Unit 983 - HOME GUIDE.pdf,Serene Retreat in Vagator Unit 983 - HOME GUIDE.pdf,Good To Go,,Serene Retreat in Vagator Unit 983 - Set Menu.pdf,Serene Retreat in Vagator Unit 983 - Set Menu.pdf,Indah Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SHbjNQ,BluDoor,,Villa 7,https://bit.ly/45P20zV,https://www.instagram.com/p/C9uCCLUPWgr/,704.0,21500.0,contact704@elivaas.com
Vista TowersVagator Unit 317,ELIVAAS,Goa,Arpora,4-BHK Villa,Pet-friendly,Vista TowersVagator Unit 317 Factsheet.docx,Yes,,,CELEST Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,VISTA TOWERSVAGATOR UNIT 317 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Vista TowersVagator Unit 317 - HOME GUIDE.pdf,Vista TowersVagator Unit 317 - HOME GUIDE.pdf,Good To Go,,Vista TowersVagator Unit 317 - Set Menu.pdf,Vista TowersVagator Unit 317 - Set Menu.pdf,Dahlia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3uEuOP6,Cloud 7  Palms,,Panache - 3BHK Arpora,https://bit.ly/45P20zV,https://www.instagram.com/p/C-iXFaEC2jw/,705.0,24000.0,contact705@elivaas.com
Willow Estate in Vagator Unit 550,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Willow Estate in Vagator Unit 550 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,WILLOW ESTATE IN VAGATOR UNIT 550 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BA5E0010_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Willow Estate in Vagator Unit 550 - HOME GUIDE.pdf,Willow Estate in Vagator Unit 550 - HOME GUIDE.pdf,Good To Go,,Willow Estate in Vagator Unit 550 - Set Menu.pdf,Willow Estate in Vagator Unit 550 - Set Menu.pdf,Lumin.mp4,Cloud7 Walkthrough.mp4,G1LN4E0067.mp4,https://bit.ly/3I0Yady,BluDoor,,Opalys - 4 BHK Arpora,https://bit.ly/45P20zV,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,706.0,21000.0,contact706@elivaas.com
Sapphire GroveMoira Unit 455,ELIVAAS,Goa,Vagator,5-BHK Villa,Pet-friendly,Sapphire GroveMoira Unit 455 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SAPPHIRE GROVEMOIRA UNIT 455 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Sapphire GroveMoira Unit 455 - HOME GUIDE.pdf,Sapphire GroveMoira Unit 455 - HOME GUIDE.pdf,Good To Go,,Sapphire GroveMoira Unit 455 - Set Menu.pdf,Sapphire GroveMoira Unit 455 - Set Menu.pdf,Dahlia Walkthrough.mp4,Celeste Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/49e4f2u,Bauhinia,,Panache - 3BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",707.0,23500.0,contact707@elivaas.com
Coral Estate at Nerul Unit 792,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Coral Estate at Nerul Unit 792 Factsheet.docx,Yes,,,DAHLIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CORAL ESTATE AT NERUL UNIT 792 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Coral Estate at Nerul Unit 792 - HOME GUIDE.pdf,Coral Estate at Nerul Unit 792 - HOME GUIDE.pdf,Good To Go,,Coral Estate at Nerul Unit 792 - Set Menu.pdf,Coral Estate at Nerul Unit 792 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SXluPD,Cloud 7  Tropical,,Villa 7,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",708.0,13000.0,contact708@elivaas.com
Pearl Meadows in Nerul Unit 990,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Pearl Meadows in Nerul Unit 990 Factsheet.docx,Yes,,,BLUDOOR Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,PEARL MEADOWS IN NERUL UNIT 990 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Pearl Meadows in Nerul Unit 990 - HOME GUIDE.pdf,Pearl Meadows in Nerul Unit 990 - HOME GUIDE.pdf,Good To Go,,Pearl Meadows in Nerul Unit 990 - Set Menu.pdf,Pearl Meadows in Nerul Unit 990 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/3uwmAbQ,Dahlia,,Villa 2,https://bit.ly/3RxZ6MF,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",709.0,11500.0,contact709@elivaas.com
Scarlet ResidencyArpora Unit 545,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Scarlet ResidencyArpora Unit 545 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET RESIDENCYARPORA UNIT 545 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1PY4E0112_4-BHK_Detailed brochure.pdf,https://bit.ly/4afsCh9,Done,Scarlet ResidencyArpora Unit 545 - HOME GUIDE.pdf,Scarlet ResidencyArpora Unit 545 - HOME GUIDE.pdf,Good To Go,,Scarlet ResidencyArpora Unit 545 - Set Menu.pdf,Scarlet ResidencyArpora Unit 545 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Bauhinia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3wbSM4N,Cloud 7  Shells,,Villa 2,https://bit.ly/3PXwhbn,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",710.0,18500.0,contact710@elivaas.com
Scarlet Heights in Vagator Unit 806,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Scarlet Heights in Vagator Unit 806 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET HEIGHTS IN VAGATOR UNIT 806 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/3GGCfI0,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/48ekI5J,Done,Scarlet Heights in Vagator Unit 806 - HOME GUIDE.pdf,Scarlet Heights in Vagator Unit 806 - HOME GUIDE.pdf,Good To Go,,Scarlet Heights in Vagator Unit 806 - Set Menu.pdf,Scarlet Heights in Vagator Unit 806 - Set Menu.pdf,Panache Walkthrough.mp4,Bludoor Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3UEVMkn,Risaia,,Indah_4bhk_Moira,https://bit.ly/3RINKpj,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",711.0,17500.0,contact711@elivaas.com
Vista Residency at Nerul Unit 1028,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Vista Residency at Nerul Unit 1028 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,VISTA RESIDENCY AT NERUL UNIT 1028 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/3VzGRYY,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/3VyJrhP,Done,Vista Residency at Nerul Unit 1028 - HOME GUIDE.pdf,Vista Residency at Nerul Unit 1028 - HOME GUIDE.pdf,Good To Go,,Vista Residency at Nerul Unit 1028 - Set Menu.pdf,Vista Residency at Nerul Unit 1028 - Set Menu.pdf,Opalys.mp4,Indah Walkthrough.MP4,G1CD4E0008.mp4,https://bit.ly/457ZLJB,Bauhinia,,Dahlia Arpora - 4BHK,https://bit.ly/45fm0xi,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",712.0,18000.0,contact712@elivaas.com
Horizon VillasNerul Unit 895,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Horizon VillasNerul Unit 895 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,HORIZON VILLASNERUL UNIT 895 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/3REl7sF,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/3BPwjx4,Done,Horizon VillasNerul Unit 895 - HOME GUIDE.pdf,Horizon VillasNerul Unit 895 - HOME GUIDE.pdf,Good To Go,,Horizon VillasNerul Unit 895 - Set Menu.pdf,Horizon VillasNerul Unit 895 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Celeste Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SDeyG7,Cloud 7  Cove,,Villa 6,https://bit.ly/3AhJnek,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",713.0,20500.0,contact713@elivaas.com
Indigo Grove in Nerul Unit 534,ELIVAAS,Goa,Arpora,4-BHK Villa,Pet-friendly,Indigo Grove in Nerul Unit 534 Factsheet.docx,Yes,,,DAHLIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,INDIGO GROVE IN NERUL UNIT 534 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4cZv37P,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3Mo0wp9,Done,Indigo Grove in Nerul Unit 534 - HOME GUIDE.pdf,Indigo Grove in Nerul Unit 534 - HOME GUIDE.pdf,Good To Go,,Indigo Grove in Nerul Unit 534 - Set Menu.pdf,Indigo Grove in Nerul Unit 534 - Set Menu.pdf,Celest Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/4dDGjYA,Celest,,Pinksky,https://bit.ly/3UtTSlD,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",714.0,10000.0,contact714@elivaas.com
Juniper HavenAssagao Unit 654,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Juniper HavenAssagao Unit 654 Factsheet.docx,Yes,,,DAHLIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,JUNIPER HAVENASSAGAO UNIT 654 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/3Tg6Bsu,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/3teiX9Y,Done,Juniper HavenAssagao Unit 654 - HOME GUIDE.pdf,Juniper HavenAssagao Unit 654 - HOME GUIDE.pdf,Good To Go,,Juniper HavenAssagao Unit 654 - Set Menu.pdf,Juniper HavenAssagao Unit 654 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1PE3E0018.mp4,https://bit.ly/4cXXLpE,Celest,,BluDoor,https://bit.ly/3Q58OVP,https://www.instagram.com/p/DCy8HHXopBX/,715.0,21000.0,contact715@elivaas.com
Cedar Towers in Assagao Unit 948,ELIVAAS,Goa,Nerul,4-BHK Villa,No,Cedar Towers in Assagao Unit 948 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,CEDAR TOWERS IN ASSAGAO UNIT 948 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/3LP3LWw,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/3RIMWjS,Done,Cedar Towers in Assagao Unit 948 - HOME GUIDE.pdf,Cedar Towers in Assagao Unit 948 - HOME GUIDE.pdf,Good To Go,,Cedar Towers in Assagao Unit 948 - Set Menu.pdf,Cedar Towers in Assagao Unit 948 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1RA4E0020.mp4,https://bit.ly/49cYrpY,Cloud 7  Cove,,Bauhinia 5BHK Assagao,https://bit.ly/3LV8hD8,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",716.0,14000.0,contact716@elivaas.com
Golden HeightsMoira Unit 241,ELIVAAS,Goa,Vagator,4-BHK Villa,Pet-friendly,Golden HeightsMoira Unit 241 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,GOLDEN HEIGHTSMOIRA UNIT 241 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/3ti0FVm,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/3InBiFg,Done,Golden HeightsMoira Unit 241 - HOME GUIDE.pdf,Golden HeightsMoira Unit 241 - HOME GUIDE.pdf,Good To Go,,Golden HeightsMoira Unit 241 - Set Menu.pdf,Golden HeightsMoira Unit 241 - Set Menu.pdf,Dahlia Walkthrough.mp4,Celeste Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/4bzVcKM,Cloud 7  Tropical,,BluDoor,https://bit.ly/469uGol,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",717.0,24000.0,contact717@elivaas.com
Indigo Heights in Moira Unit 913,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Indigo Heights in Moira Unit 913 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,INDIGO HEIGHTS IN MOIRA UNIT 913 BROCHURE.docx,Done,Done,Elivaas_Indah_Detailed Brochure.pdf,https://bit.ly/3ThQkmS,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3TjceGl,Done,Indigo Heights in Moira Unit 913 - HOME GUIDE.pdf,Indigo Heights in Moira Unit 913 - HOME GUIDE.pdf,Good To Go,,Indigo Heights in Moira Unit 913 - Set Menu.pdf,Indigo Heights in Moira Unit 913 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/49bkGg0,Panache,,Indah_4bhk_Moira,https://bit.ly/48un1CG,https://www.instagram.com/p/C9uCCLUPWgr/,718.0,15500.0,contact718@elivaas.com
Azure EstateMoira Unit 869,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Azure EstateMoira Unit 869 Factsheet.docx,Yes,,,BAUHINIA LISTING.docx,Done,PINKSKY WEBSITE CONTENT,Done,AZURE ESTATEMOIRA UNIT 869 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Azure EstateMoira Unit 869 - HOME GUIDE.pdf,Azure EstateMoira Unit 869 - HOME GUIDE.pdf,Good To Go,,Azure EstateMoira Unit 869 - Set Menu.pdf,Azure EstateMoira Unit 869 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Celeste Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/3OHjKYm,Cloud 7  Shells,,Bauhinia 5BHK Assagao,https://bit.ly/45P20zV,https://www.instagram.com/p/C-iXFaEC2jw/,719.0,19000.0,contact719@elivaas.com
Indigo HavenMoira Unit 979,ELIVAAS,Goa,Arpora,3-BHK Villa,Pet-friendly,Indigo HavenMoira Unit 979 Factsheet.docx,Yes,,,BLUDOOR Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,INDIGO HAVENMOIRA UNIT 979 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Indigo HavenMoira Unit 979 - HOME GUIDE.pdf,Indigo HavenMoira Unit 979 - HOME GUIDE.pdf,Good To Go,,Indigo HavenMoira Unit 979 - Set Menu.pdf,Indigo HavenMoira Unit 979 - Set Menu.pdf,Indah Walkthrough.mp4,Indah Walkthrough.MP4,G1CD4E0008.mp4,https://bit.ly/3SwlswI,Cloud 7  Shore,,Opalys - 4 BHK Arpora,https://bit.ly/45P20zV,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,720.0,24500.0,contact720@elivaas.com
Sapphire Villas at Nerul Unit 368,ELIVAAS,Goa,Vagator,5-BHK Villa,No,Sapphire Villas at Nerul Unit 368 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SAPPHIRE VILLAS AT NERUL UNIT 368 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Sapphire Villas at Nerul Unit 368 - HOME GUIDE.pdf,Sapphire Villas at Nerul Unit 368 - HOME GUIDE.pdf,Good To Go,,Sapphire Villas at Nerul Unit 368 - Set Menu.pdf,Sapphire Villas at Nerul Unit 368 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SHbjNQ,Bauhinia,,Bauhinia 5BHK Assagao,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",721.0,19000.0,contact721@elivaas.com
